Most important legitimate n_grams
4511. .up - freq: 7
4512. .va - freq: 7
4513. .wh - freq: 7
4514. .wu - freq: 7
4515. .ye - freq: 7
4516. .ze - freq: 7
4517. .zi - freq: 7
4518. /33 - freq: 7
4519. /5b - freq: 7
4520. /66 - freq: 7
4521. /84 - freq: 7
4522. /85 - freq: 7
4523. /88 - freq: 7
4524. /?l - freq: 7
4525. /?p - freq: 7
4526. /a/ - freq: 7
4527. /aw - freq: 7
4528. /ct - freq: 7
4529. /d/ - freq: 7
4530. /ek - freq: 7
4531. /es - freq: 7
4532. /id - freq: 7
4533. /is - freq: 7
4534. /ji - freq: 7
4535. /ov - freq: 7
4536. /pi - freq: 7
4537. /tw - freq: 7
4538. /va - freq: 7
4539. /ya - freq: 7
4540. 0,0 - freq: 7
4541. 0-e - freq: 7
4542. 00. - freq: 7
4543. 008 - freq: 7
4544. 03. - freq: 7
4545. 032 - freq: 7
4546. 04b - freq: 7
4547. 05/ - freq: 7
4548. 051 - freq: 7
4549. 059 - freq: 7
4550. 073 - freq: 7
4551. 081 - freq: 7
4552. 083 - freq: 7
4553. 1&p - freq: 7
4554. 1&s - freq: 7
4555. 1.0 - freq: 7
4556. 1/2 - freq: 7
4557. 1/n - freq: 7
4558. 1/w - freq: 7
4559. 117 - freq: 7
4560. 13- - freq: 7
4561. 145 - freq: 7
4562. 15. - freq: 7
4563. 151 - freq: 7
4564. 171 - freq: 7
4565. 174 - freq: 7
4566. 1_d - freq: 7
4567. 1z1 - freq: 7
4568. 2%b - freq: 7
4569. 206 - freq: 7
4570. 209 - freq: 7
4571. 20b - freq: 7
4572. 21/ - freq: 7
4573. 244 - freq: 7
4574. 258 - freq: 7
4575. 259 - freq: 7
4576. 263 - freq: 7
4577. 271 - freq: 7
4578. 273 - freq: 7
4579. 277 - freq: 7
4580. 285 - freq: 7
4581. 289 - freq: 7
4582. 29. - freq: 7
4583. 30. - freq: 7
4584. 302 - freq: 7
4585. 308 - freq: 7
4586. 320 - freq: 7
4587. 328 - freq: 7
4588. 344 - freq: 7
4589. 349 - freq: 7
4590. 369 - freq: 7
4591. 370 - freq: 7
4592. 373 - freq: 7
4593. 381 - freq: 7
4594. 386 - freq: 7
4595. 390 - freq: 7
4596. 3d1 - freq: 7
4597. 3dt - freq: 7
4598. 4%c - freq: 7
4599. 40- - freq: 7
4600. 405 - freq: 7
4601. 409 - freq: 7
4602. 428 - freq: 7
4603. 429 - freq: 7
4604. 441 - freq: 7
4605. 443 - freq: 7
4606. 456 - freq: 7
4607. 46- - freq: 7
4608. 462 - freq: 7
4609. 468 - freq: 7
4610. 473 - freq: 7
4611. 475 - freq: 7
4612. 479 - freq: 7
4613. 487 - freq: 7
4614. 490 - freq: 7
4615. 495 - freq: 7
4616. 4b8 - freq: 7
4617. 5%b - freq: 7
4618. 515 - freq: 7
4619. 520 - freq: 7
4620. 524 - freq: 7
4621. 528 - freq: 7
4622. 52c - freq: 7
4623. 534 - freq: 7
4624. 554 - freq: 7
4625. 567 - freq: 7
4626. 599 - freq: 7
4627. 601 - freq: 7
4628. 607 - freq: 7
4629. 637 - freq: 7
4630. 643 - freq: 7
4631. 658 - freq: 7
4632. 662 - freq: 7
4633. 668 - freq: 7
4634. 669 - freq: 7
4635. 676 - freq: 7
4636. 684 - freq: 7
4637. 694 - freq: 7
4638. 6ea - freq: 7
4639. 715 - freq: 7
4640. 729 - freq: 7
4641. 730 - freq: 7
4642. 734 - freq: 7
4643. 74/ - freq: 7
4644. 749 - freq: 7
4645. 774 - freq: 7
4646. 787 - freq: 7
4647. 791 - freq: 7
4648. 793 - freq: 7
4649. 795 - freq: 7
4650. 7c% - freq: 7
4651. 8-0 - freq: 7
4652. 807 - freq: 7
4653. 827 - freq: 7
4654. 828 - freq: 7
4655. 83- - freq: 7
4656. 836 - freq: 7
4657. 852 - freq: 7
4658. 871 - freq: 7
4659. 875 - freq: 7
4660. 880 - freq: 7
4661. 8af - freq: 7
4662. 8b- - freq: 7
4663. 8bb - freq: 7
4664. 90- - freq: 7
4665. 907 - freq: 7
4666. 911 - freq: 7
4667. 913 - freq: 7
4668. 923 - freq: 7
4669. 931 - freq: 7
4670. 934 - freq: 7
4671. 945 - freq: 7
4672. 946 - freq: 7
4673. 952 - freq: 7
4674. 967 - freq: 7
4675. 980 - freq: 7
4676. =26 - freq: 7
4677. =32 - freq: 7
4678. =an - freq: 7
4679. =na - freq: 7
4680. ?q= - freq: 7
4681. ?v= - freq: 7
4682. _fe - freq: 7
4683. _fi - freq: 7
4684. _lo - freq: 7
4685. _ma - freq: 7
4686. _na - freq: 7
4687. _ur - freq: 7
4688. a/m - freq: 7
4689. a/o - freq: 7
4690. a1z - freq: 7
4691. a21 - freq: 7
4692. a5% - freq: 7
4693. a6e - freq: 7
4694. a85 - freq: 7
4695. aa. - freq: 7
4696. aar - freq: 7
4697. ab- - freq: 7
4698. abr - freq: 7
4699. ag/ - freq: 7
4700. ags - freq: 7
4701. ahr - freq: 7
4702. ais - freq: 7
4703. ajo - freq: 7
4704. aks - freq: 7
4705. aly - freq: 7
4706. anf - freq: 7
4707. ap. - freq: 7
4708. ap/ - freq: 7
4709. apl - freq: 7
4710. as_ - freq: 7
4711. aug - freq: 7
4712. ayt - freq: 7
4713. azz - freq: 7
4714. b8a - freq: 7
4715. b_c - freq: 7
4716. bag - freq: 7
4717. bcr - freq: 7
4718. bst - freq: 7
4719. by/ - freq: 7
4720. c=1 - freq: 7
4721. c_s - freq: 7
4722. cbc - freq: 7
4723. cc- - freq: 7
4724. ccl - freq: 7
4725. cei - freq: 7
4726. cga - freq: 7
4727. cka - freq: 7
4728. coc - freq: 7
4729. cup - freq: 7
4730. d/3 - freq: 7
4731. d/a - freq: 7
4732. d21 - freq: 7
4733. d22 - freq: 7
4734. d=9 - freq: 7
4735. d=t - freq: 7
4736. dde - freq: 7
4737. ddi - freq: 7
4738. deb - freq: 7
4739. deg - freq: 7
4740. df- - freq: 7
4741. dne - freq: 7
4742. dno - freq: 7
4743. do? - freq: 7
4744. dob - freq: 7
4745. doo - freq: 7
4746. dsp - freq: 7
4747. du. - freq: 7
4748. e&s - freq: 7
4749. e-% - freq: 7
4750. e-4 - freq: 7
4751. e-j - freq: 7
4752. e-x - freq: 7
4753. e/e - freq: 7
4754. e4% - freq: 7
4755. e8% - freq: 7
4756. e9% - freq: 7
4757. e=b - freq: 7
4758. e=i - freq: 7
4759. e=w - freq: 7
4760. e_c - freq: 7
4761. e_h - freq: 7
4762. e_p - freq: 7
4763. ea- - freq: 7
4764. ea6 - freq: 7
4765. eap - freq: 7
4766. eb% - freq: 7
4767. ecc - freq: 7
4768. ee/ - freq: 7
4769. eeb - freq: 7
4770. eef - freq: 7
4771. efk - freq: 7
4772. egh - freq: 7
4773. ehi - freq: 7
4774. el_ - freq: 7
4775. enk - freq: 7
4776. eon - freq: 7
4777. er& - freq: 7
4778. etp - freq: 7
4779. ewh - freq: 7
4780. ex- - freq: 7
4781. eye - freq: 7
4782. f-c - freq: 7
4783. f-f - freq: 7
4784. f-n - freq: 7
4785. f-s - freq: 7
4786. f.n - freq: 7
4787. fa- - freq: 7
4788. fol - freq: 7
4789. fsp - freq: 7
4790. fus - freq: 7
4791. fwo - freq: 7
4792. g-2 - freq: 7
4793. g/b - freq: 7
4794. g/f - freq: 7
4795. g/p - freq: 7
4796. gap - freq: 7
4797. gb/ - freq: 7
4798. gho - freq: 7
4799. gli - freq: 7
4800. gma - freq: 7
4801. gob - freq: 7
4802. gog - freq: 7
4803. gso - freq: 7
4804. h-d - freq: 7
4805. h-p - freq: 7
4806. h/s - freq: 7
4807. ha. - freq: 7
4808. haa - freq: 7
4809. hba - freq: 7
4810. heo - freq: 7
4811. hi- - freq: 7
4812. hoa - freq: 7
4813. hoi - freq: 7
4814. hok - freq: 7
4815. ht. - freq: 7
4816. hta - freq: 7
4817. i-u - freq: 7
4818. i-v - freq: 7
4819. i/2 - freq: 7
4820. idd - freq: 7
4821. idg - freq: 7
4822. idt - freq: 7
4823. ied - freq: 7
4824. ieg - freq: 7
4825. ieu - freq: 7
4826. ii- - freq: 7
4827. imm - freq: 7
4828. isk - freq: 7
4829. itb - freq: 7
4830. itn - freq: 7
4831. ivo - freq: 7
4832. ix- - freq: 7
4833. izl - freq: 7
4834. jar - freq: 7
4835. jav - freq: 7
4836. jen - freq: 7
4837. k-1 - freq: 7
4838. k-b - freq: 7
4839. k-o - freq: 7
4840. k-p - freq: 7
4841. k-t - freq: 7
4842. l-v - freq: 7
4843. l/1 - freq: 7
4844. l/a - freq: 7
4845. l/d - freq: 7
4846. l?f - freq: 7
4847. law - freq: 7
4848. lba - freq: 7
4849. lde - freq: 7
4850. ldo - freq: 7
4851. le2 - freq: 7
4852. lef - freq: 7
4853. lep - freq: 7
4854. lev - freq: 7
4855. ll& - freq: 7
4856. ll_ - freq: 7
4857. llp - freq: 7
4858. lm/ - freq: 7
4859. lma - freq: 7
4860. lov - freq: 7
4861. lph - freq: 7
4862. lun - freq: 7
4863. lwa - freq: 7
4864. m-2 - freq: 7
4865. m-r - freq: 7
4866. m/0 - freq: 7
4867. m=1 - freq: 7
4868. m=9 - freq: 7
4869. m=n - freq: 7
4870. m=s - freq: 7
4871. m?s - freq: 7
4872. mbo - freq: 7
4873. me+ - freq: 7
4874. moc - freq: 7
4875. mom - freq: 7
4876. mum - freq: 7
4877. mur - freq: 7
4878. n/t - freq: 7
4879. n_i - freq: 7
4880. n_u - freq: 7
4881. nen - freq: 7
4882. ng? - freq: 7
4883. ngk - freq: 7
4884. nh- - freq: 7
4885. nk/ - freq: 7
4886. nna - freq: 7
4887. nny - freq: 7
4888. nol - freq: 7
4889. non - freq: 7
4890. noo - freq: 7
4891. nop - freq: 7
4892. nt? - freq: 7
4893. ntj - freq: 7
4894. nul - freq: 7
4895. nun - freq: 7
4896. o.k - freq: 7
4897. o/g - freq: 7
4898. o/m - freq: 7
4899. oak - freq: 7
4900. ocu - freq: 7
4901. oge - freq: 7
4902. oil - freq: 7
4903. oku - freq: 7
4904. onm - freq: 7
4905. oon - freq: 7
4906. opp - freq: 7
4907. or+ - freq: 7
4908. os_ - freq: 7
4909. osq - freq: 7
4910. oye - freq: 7
4911. ozl - freq: 7
4912. p-1 - freq: 7
4913. p-2 - freq: 7
4914. p-m - freq: 7
4915. p/s - freq: 7
4916. p=h - freq: 7
4917. pcg - freq: 7
4918. pch - freq: 7
4919. pco - freq: 7
4920. pda - freq: 7
4921. pf_ - freq: 7
4922. pha - freq: 7
4923. pio - freq: 7
4924. pk/ - freq: 7
4925. po. - freq: 7
4926. pod - freq: 7
4927. pps - freq: 7
4928. r.g - freq: 7
4929. r.s - freq: 7
4930. r/2 - freq: 7
4931. r/k - freq: 7
4932. r/l - freq: 7
4933. r/n - freq: 7
4934. r_h - freq: 7
4935. rae - freq: 7
4936. rd/ - freq: 7
4937. rka - freq: 7
4938. rlo - freq: 7
4939. rmo - freq: 7
4940. rsh - freq: 7
4941. ru- - freq: 7
4942. ry2 - freq: 7
4943. rya - freq: 7
4944. s.i - freq: 7
4945. s/u - freq: 7
4946. s_a - freq: 7
4947. s_t - freq: 7
4948. sah - freq: 7
4949. scu - freq: 7
4950. se_ - freq: 7
4951. sex - freq: 7
4952. sfa - freq: 7
4953. sfo - freq: 7
4954. shr - freq: 7
4955. sie - freq: 7
4956. sko - freq: 7
4957. sku - freq: 7
4958. sue - freq: 7
4959. sy- - freq: 7
4960. sys - freq: 7
4961. t&u - freq: 7
4962. t-2 - freq: 7
4963. t-5 - freq: 7
4964. t-y - freq: 7
4965. t.d - freq: 7
4966. t.s - freq: 7
4967. t/? - freq: 7
4968. t/i - freq: 7
4969. t20 - freq: 7
4970. t_r - freq: 7
4971. tbr - freq: 7
4972. te= - freq: 7
4973. tee - freq: 7
4974. tga - freq: 7
4975. tib - freq: 7
4976. tlo - freq: 7
4977. toe - freq: 7
4978. tok - freq: 7
4979. tso - freq: 7
4980. tu- - freq: 7
4981. u-d - freq: 7
4982. u-m - freq: 7
4983. u-n - freq: 7
4984. u-p - freq: 7
4985. uan - freq: 7
4986. ubb - freq: 7
4987. ubu - freq: 7
4988. ue/ - freq: 7
4989. uen - freq: 7
4990. uff - freq: 7
4991. uir - freq: 7
4992. ukr - freq: 7
4993. ule - freq: 7
4994. ulo - freq: 7
4995. umm - freq: 7
4996. umo - freq: 7
4997. up. - freq: 7
4998. upd - freq: 7
4999. ur. - freq: 7
5000. urt - freq: 7
