Most important phishing n_grams
4353. a96 - freq: 18
4354. aa4 - freq: 18
4355. ac0 - freq: 18
4356. aco - freq: 18
4357. ad6 - freq: 18
4358. af7 - freq: 18
4359. ar. - freq: 18
4360. b&s - freq: 18
4361. b18 - freq: 18
4362. b2c - freq: 18
4363. b45 - freq: 18
4364. b6a - freq: 18
4365. b70 - freq: 18
4366. b78 - freq: 18
4367. b88 - freq: 18
4368. bba - freq: 18
4369. bd. - freq: 18
4370. beb - freq: 18
4371. bf8 - freq: 18
4372. bon - freq: 18
4373. c33 - freq: 18
4374. c5a - freq: 18
4375. c5e - freq: 18
4376. c7d - freq: 18
4377. ca1 - freq: 18
4378. ca9 - freq: 18
4379. cae - freq: 18
4380. cas - freq: 18
4381. cb3 - freq: 18
4382. cb8 - freq: 18
4383. cd0 - freq: 18
4384. ce1 - freq: 18
4385. ced - freq: 18
4386. cf7 - freq: 18
4387. cks - freq: 18
4388. cor - freq: 18
4389. d01 - freq: 18
4390. d07 - freq: 18
4391. d0b - freq: 18
4392. d16 - freq: 18
4393. d36 - freq: 18
4394. d=6 - freq: 18
4395. da/ - freq: 18
4396. de. - freq: 18
4397. de3 - freq: 18
4398. de4 - freq: 18
4399. df4 - freq: 18
4400. e13 - freq: 18
4401. e1f - freq: 18
4402. e4a - freq: 18
4403. e78 - freq: 18
4404. e95 - freq: 18
4405. ea7 - freq: 18
4406. eb5 - freq: 18
4407. eb7 - freq: 18
4408. eb8 - freq: 18
4409. ee7 - freq: 18
4410. eed - freq: 18
4411. egu - freq: 18
4412. f00 - freq: 18
4413. f21 - freq: 18
4414. f24 - freq: 18
4415. f3b - freq: 18
4416. f43 - freq: 18
4417. f4e - freq: 18
4418. f67 - freq: 18
4419. f84 - freq: 18
4420. faa - freq: 18
4421. fd5 - freq: 18
4422. fe8 - freq: 18
4423. g02 - freq: 18
4424. ga/ - freq: 18
4425. ge= - freq: 18
4426. gfd - freq: 18
4427. h=b - freq: 18
4428. h=c - freq: 18
4429. h=e - freq: 18
4430. i15 - freq: 18
4431. ico - freq: 18
4432. ier - freq: 18
4433. il2 - freq: 18
4434. inp - freq: 18
4435. iol - freq: 18
4436. iv/ - freq: 18
4437. k/l - freq: 18
4438. l-a - freq: 18
4439. l-m - freq: 18
4440. l00 - freq: 18
4441. l2c - freq: 18
4442. lea - freq: 18
4443. m/5 - freq: 18
4444. mca - freq: 18
4445. npa - freq: 18
4446. o.h - freq: 18
4447. o24 - freq: 18
4448. oco - freq: 18
4449. od. - freq: 18
4450. ok. - freq: 18
4451. ol/ - freq: 18
4452. old - freq: 18
4453. oni - freq: 18
4454. plc - freq: 18
4455. ps. - freq: 18
4456. pti - freq: 18
4457. r.l - freq: 18
4458. r.n - freq: 18
4459. rds - freq: 18
4460. ry/ - freq: 18
4461. s/j - freq: 18
4462. sp? - freq: 18
4463. ss. - freq: 18
4464. t/~ - freq: 18
4465. tar - freq: 18
4466. ttl - freq: 18
4467. twe - freq: 18
4468. uht - freq: 18
4469. uwo - freq: 18
4470. vac - freq: 18
4471. van - freq: 18
4472. vod - freq: 18
4473. w/i - freq: 18
4474. xd7 - freq: 18
4475. yst - freq: 18
4476. zel - freq: 18
4477. .ca - freq: 17
4478. .el - freq: 17
4479. .fr - freq: 17
4480. .ml - freq: 17
4481. .na - freq: 17
4482. .no - freq: 17
4483. .up - freq: 17
4484. /c1 - freq: 17
4485. /id - freq: 17
4486. /sr - freq: 17
4487. /wa - freq: 17
4488. 02p - freq: 17
4489. 03w - freq: 17
4490. 04e - freq: 17
4491. 04f - freq: 17
4492. 054 - freq: 17
4493. 062 - freq: 17
4494. 075 - freq: 17
4495. 082 - freq: 17
4496. 094 - freq: 17
4497. 0a2 - freq: 17
4498. 0b2 - freq: 17
4499. 0be - freq: 17
4500. 0c0 - freq: 17
4501. 0cd - freq: 17
4502. 124 - freq: 17
4503. 13c - freq: 17
4504. 17d - freq: 17
4505. 1a6 - freq: 17
4506. 1c5 - freq: 17
4507. 1d8 - freq: 17
4508. 1e5 - freq: 17
4509. 1eb - freq: 17
4510. 206 - freq: 17
4511. 21a - freq: 17
4512. 21b - freq: 17
4513. 21f - freq: 17
4514. 22f - freq: 17
4515. 240 - freq: 17
4516. 279 - freq: 17
4517. 288 - freq: 17
4518. 28d - freq: 17
4519. 28e - freq: 17
4520. 295 - freq: 17
4521. 2a1 - freq: 17
4522. 2a5 - freq: 17
4523. 2ac - freq: 17
4524. 2c3 - freq: 17
4525. 2c8 - freq: 17
4526. 2c9 - freq: 17
4527. 2e0 - freq: 17
4528. 2l9 - freq: 17
4529. 2ph - freq: 17
4530. 3/o - freq: 17
4531. 302 - freq: 17
4532. 311 - freq: 17
4533. 343 - freq: 17
4534. 349 - freq: 17
4535. 35m - freq: 17
4536. 366 - freq: 17
4537. 38b - freq: 17
4538. 3a6 - freq: 17
4539. 3bf - freq: 17
4540. 3c3 - freq: 17
4541. 3c4 - freq: 17
4542. 3ce - freq: 17
4543. 3eb - freq: 17
4544. 3fb - freq: 17
4545. 3i4 - freq: 17
4546. 3wf - freq: 17
4547. 406 - freq: 17
4548. 40e - freq: 17
4549. 41c - freq: 17
4550. 41e - freq: 17
4551. 472 - freq: 17
4552. 476 - freq: 17
4553. 47c - freq: 17
4554. 48a - freq: 17
4555. 48c - freq: 17
4556. 499 - freq: 17
4557. 49a - freq: 17
4558. 49i - freq: 17
4559. 4aa - freq: 17
4560. 4c9 - freq: 17
4561. 4g0 - freq: 17
4562. 4o2 - freq: 17
4563. 512 - freq: 17
4564. 514 - freq: 17
4565. 538 - freq: 17
4566. 54f - freq: 17
4567. 57. - freq: 17
4568. 58b - freq: 17
4569. 58x - freq: 17
4570. 597 - freq: 17
4571. 5c4 - freq: 17
4572. 5d3 - freq: 17
4573. 5fd - freq: 17
4574. 5mp - freq: 17
4575. 62b - freq: 17
4576. 63i - freq: 17
4577. 64e - freq: 17
4578. 66b - freq: 17
4579. 68a - freq: 17
4580. 6a5 - freq: 17
4581. 6bd - freq: 17
4582. 6cb - freq: 17
4583. 6ya - freq: 17
4584. 7&d - freq: 17
4585. 713 - freq: 17
4586. 730 - freq: 17
4587. 74a - freq: 17
4588. 74g - freq: 17
4589. 74o - freq: 17
4590. 75t - freq: 17
4591. 77/ - freq: 17
4592. 785 - freq: 17
4593. 79b - freq: 17
4594. 7b0 - freq: 17
4595. 7c0 - freq: 17
4596. 7c5 - freq: 17
4597. 7f3 - freq: 17
4598. 8.2 - freq: 17
4599. 80a - freq: 17
4600. 831 - freq: 17
4601. 84f - freq: 17
4602. 854 - freq: 17
4603. 858 - freq: 17
4604. 860 - freq: 17
4605. 862 - freq: 17
4606. 876 - freq: 17
4607. 893 - freq: 17
4608. 8a0 - freq: 17
4609. 8a6 - freq: 17
4610. 8b1 - freq: 17
4611. 8b3 - freq: 17
4612. 8b5 - freq: 17
4613. 8b8 - freq: 17
4614. 8c0 - freq: 17
4615. 8f9 - freq: 17
4616. 9/c - freq: 17
4617. 90b - freq: 17
4618. 90d - freq: 17
4619. 913 - freq: 17
4620. 93a - freq: 17
4621. 948 - freq: 17
4622. 950 - freq: 17
4623. 959 - freq: 17
4624. 95e - freq: 17
4625. 960 - freq: 17
4626. 982 - freq: 17
4627. 9c4 - freq: 17
4628. 9cb - freq: 17
4629. 9de - freq: 17
4630. 9i1 - freq: 17
4631. a/9 - freq: 17
4632. a15 - freq: 17
4633. a1d - freq: 17
4634. a39 - freq: 17
4635. a3d - freq: 17
4636. a48 - freq: 17
4637. a56 - freq: 17
4638. a95 - freq: 17
4639. aa5 - freq: 17
4640. ac4 - freq: 17
4641. aci - freq: 17
4642. ad5 - freq: 17
4643. af1 - freq: 17
4644. alt - freq: 17
4645. ao6 - freq: 17
4646. ato - freq: 17
4647. b04 - freq: 17
4648. b1e - freq: 17
4649. b1f - freq: 17
4650. b32 - freq: 17
4651. b39 - freq: 17
4652. b48 - freq: 17
4653. b50 - freq: 17
4654. b75 - freq: 17
4655. b8e - freq: 17
4656. bas - freq: 17
4657. bb0 - freq: 17
4658. bd1 - freq: 17
4659. bd6 - freq: 17
4660. bdd - freq: 17
4661. bf9 - freq: 17
4662. c21 - freq: 17
4663. c41 - freq: 17
4664. c47 - freq: 17
4665. c4e - freq: 17
4666. c73 - freq: 17
4667. c79 - freq: 17
4668. c81 - freq: 17
4669. c8f - freq: 17
4670. c9d - freq: 17
4671. c9f - freq: 17
4672. ca0 - freq: 17
4673. ca6 - freq: 17
4674. cb4 - freq: 17
4675. cc1 - freq: 17
4676. cc3 - freq: 17
4677. ccb - freq: 17
4678. cer - freq: 17
4679. cf6 - freq: 17
4680. ck. - freq: 17
4681. coe - freq: 17
4682. coh - freq: 17
4683. d1d - freq: 17
4684. d1f - freq: 17
4685. d22 - freq: 17
4686. d2b - freq: 17
4687. d72 - freq: 17
4688. d8d - freq: 17
4689. d9b - freq: 17
4690. da8 - freq: 17
4691. dbb - freq: 17
4692. dc1 - freq: 17
4693. dc9 - freq: 17
4694. de0 - freq: 17
4695. dpr - freq: 17
4696. e-i - freq: 17
4697. e0b - freq: 17
4698. e16 - freq: 17
4699. e24 - freq: 17
4700. e37 - freq: 17
4701. e40 - freq: 17
4702. e42 - freq: 17
4703. e4f - freq: 17
4704. e5a - freq: 17
4705. e5f - freq: 17
4706. e6e - freq: 17
4707. e8f - freq: 17
4708. eb4 - freq: 17
4709. ed7 - freq: 17
4710. eee - freq: 17
4711. eef - freq: 17
4712. ef1 - freq: 17
4713. f17 - freq: 17
4714. f2d - freq: 17
4715. f57 - freq: 17
4716. f95 - freq: 17
4717. f9d - freq: 17
4718. fe4 - freq: 17
4719. ff/ - freq: 17
4720. ffc - freq: 17
4721. g/b - freq: 17
4722. h=1 - freq: 17
4723. hec - freq: 17
4724. i47 - freq: 17
4725. ia. - freq: 17
4726. iba - freq: 17
4727. ilo - freq: 17
4728. l&a - freq: 17
4729. l/i - freq: 17
4730. lnc - freq: 17
4731. low - freq: 17
4732. m.t - freq: 17
4733. m/g - freq: 17
4734. mbe - freq: 17
4735. mem - freq: 17
4736. mp0 - freq: 17
4737. n/u - freq: 17
4738. ngr - freq: 17
4739. nto - freq: 17
4740. o/1 - freq: 17
4741. o63 - freq: 17
4742. op/ - freq: 17
4743. oya - freq: 17
4744. p03 - freq: 17
4745. ph2 - freq: 17
4746. pnl - freq: 17
4747. psp - freq: 17
4748. reo - freq: 17
4749. ria - freq: 17
4750. t2l - freq: 17
4751. tbo - freq: 17
4752. tci - freq: 17
4753. ume - freq: 17
4754. ung - freq: 17
4755. unn - freq: 17
4756. urs - freq: 17
4757. wf6 - freq: 17
4758. x07 - freq: 17
4759. y/b - freq: 17
4760. y/i - freq: 17
4761. yai - freq: 17
4762. yao - freq: 17
4763. &co - freq: 16
4764. -ba - freq: 16
4765. .ju - freq: 16
4766. .to - freq: 16
4767. .ve - freq: 16
4768. /47 - freq: 16
4769. /an - freq: 16
4770. /ar - freq: 16
4771. /d7 - freq: 16
4772. /ew - freq: 16
4773. /iv - freq: 16
4774. /oa - freq: 16
4775. /ti - freq: 16
4776. 002 - freq: 16
4777. 009 - freq: 16
4778. 047 - freq: 16
4779. 053 - freq: 16
4780. 06d - freq: 16
4781. 07d - freq: 16
4782. 08/ - freq: 16
4783. 09e - freq: 16
4784. 0a0 - freq: 16
4785. 0a8 - freq: 16
4786. 0b6 - freq: 16
4787. 0bf - freq: 16
4788. 0su - freq: 16
4789. 104 - freq: 16
4790. 195 - freq: 16
4791. 197 - freq: 16
4792. 1a8 - freq: 16
4793. 1af - freq: 16
4794. 1ba - freq: 16
4795. 226 - freq: 16
4796. 227 - freq: 16
4797. 250 - freq: 16
4798. 26e - freq: 16
4799. 286 - freq: 16
4800. 29c - freq: 16
4801. 2b8 - freq: 16
4802. 2c5 - freq: 16
4803. 2de - freq: 16
4804. 2ec - freq: 16
4805. 2f9 - freq: 16
4806. 3/c - freq: 16
4807. 340 - freq: 16
4808. 37a - freq: 16
4809. 387 - freq: 16
4810. 3ad - freq: 16
4811. 3b3 - freq: 16
4812. 3c2 - freq: 16
4813. 3d3 - freq: 16
4814. 3fe - freq: 16
4815. 409 - freq: 16
4816. 413 - freq: 16
4817. 438 - freq: 16
4818. 44a - freq: 16
4819. 452 - freq: 16
4820. 45f - freq: 16
4821. 48e - freq: 16
4822. 4a8 - freq: 16
4823. 4c3 - freq: 16
4824. 4cd - freq: 16
4825. 4e1 - freq: 16
4826. 4e2 - freq: 16
4827. 4e4 - freq: 16
4828. 4e8 - freq: 16
4829. 4f2 - freq: 16
4830. 502 - freq: 16
4831. 507 - freq: 16
4832. 50e - freq: 16
4833. 51b - freq: 16
4834. 535 - freq: 16
4835. 53c - freq: 16
4836. 550 - freq: 16
4837. 584 - freq: 16
4838. 58g - freq: 16
4839. 5a0 - freq: 16
4840. 5c6 - freq: 16
4841. 5d1 - freq: 16
4842. 5d7 - freq: 16
4843. 5e3 - freq: 16
4844. 5ec - freq: 16
4845. 5f0 - freq: 16
4846. 5f9 - freq: 16
4847. 5jb - freq: 16
4848. 61d - freq: 16
4849. 631 - freq: 16
4850. 63a - freq: 16
4851. 653 - freq: 16
4852. 66a - freq: 16
4853. 68c - freq: 16
4854. 6a8 - freq: 16
4855. 6b3 - freq: 16
4856. 6b7 - freq: 16
4857. 6cc - freq: 16
4858. 6eb - freq: 16
4859. 6fe - freq: 16
4860. 708 - freq: 16
4861. 70a - freq: 16
4862. 71/ - freq: 16
4863. 73f - freq: 16
4864. 763 - freq: 16
4865. 769 - freq: 16
4866. 76b - freq: 16
4867. 76c - freq: 16
4868. 77a - freq: 16
4869. 781 - freq: 16
4870. 7a5 - freq: 16
4871. 7d8 - freq: 16
4872. 7e7 - freq: 16
4873. 7fe - freq: 16
4874. 817 - freq: 16
4875. 818 - freq: 16
4876. 820 - freq: 16
4877. 821 - freq: 16
4878. 845 - freq: 16
4879. 84c - freq: 16
4880. 850 - freq: 16
4881. 89. - freq: 16
4882. 8e8 - freq: 16
4883. 8fa - freq: 16
4884. 9&d - freq: 16
4885. 927 - freq: 16
4886. 92c - freq: 16
4887. 947 - freq: 16
4888. 965 - freq: 16
4889. 9a1 - freq: 16
4890. 9b5 - freq: 16
4891. 9c8 - freq: 16
4892. 9d1 - freq: 16
4893. 9d2 - freq: 16
4894. 9e1 - freq: 16
4895. 9e7 - freq: 16
4896. 9ec - freq: 16
4897. =&a - freq: 16
4898. ?lo - freq: 16
4899. ?pr - freq: 16
4900. a29 - freq: 16
4901. a2a - freq: 16
4902. a37 - freq: 16
4903. a3c - freq: 16
4904. a45 - freq: 16
4905. a67 - freq: 16
4906. a6d - freq: 16
4907. a72 - freq: 16
4908. a77 - freq: 16
4909. a80 - freq: 16
4910. a85 - freq: 16
4911. aa9 - freq: 16
4912. ab0 - freq: 16
4913. ab1 - freq: 16
4914. ab2 - freq: 16
4915. acf - freq: 16
4916. ad0 - freq: 16
4917. ae8 - freq: 16
4918. af8 - freq: 16
4919. ark - freq: 16
4920. asa - freq: 16
4921. b05 - freq: 16
4922. b08 - freq: 16
4923. b19 - freq: 16
4924. b2d - freq: 16
4925. b38 - freq: 16
4926. b54 - freq: 16
4927. b6b - freq: 16
4928. b7a - freq: 16
4929. b7c - freq: 16
4930. bad - freq: 16
4931. baf - freq: 16
4932. bb2 - freq: 16
4933. bbc - freq: 16
4934. bd0 - freq: 16
4935. bd8 - freq: 16
4936. boo - freq: 16
4937. c20 - freq: 16
4938. c29 - freq: 16
4939. c2f - freq: 16
4940. c46 - freq: 16
4941. c62 - freq: 16
4942. c94 - freq: 16
4943. caa - freq: 16
4944. cb0 - freq: 16
4945. cea - freq: 16
4946. cgi - freq: 16
4947. d05 - freq: 16
4948. d39 - freq: 16
4949. d56 - freq: 16
4950. d57 - freq: 16
4951. d61 - freq: 16
4952. d67 - freq: 16
4953. d74 - freq: 16
4954. d7c - freq: 16
4955. d8c - freq: 16
4956. d=3 - freq: 16
4957. dab - freq: 16
4958. day - freq: 16
4959. db3 - freq: 16
4960. dc3 - freq: 16
4961. dd4 - freq: 16
4962. ddr - freq: 16
4963. df6 - freq: 16
4964. dfb - freq: 16
4965. dit - freq: 16
4966. e-m - freq: 16
4967. e/u - freq: 16
4968. e05 - freq: 16
4969. e0a - freq: 16
4970. e2a - freq: 16
4971. e60 - freq: 16
4972. e6b - freq: 16
4973. ebm - freq: 16
4974. eck - freq: 16
4975. ed= - freq: 16
4976. ee4 - freq: 16
4977. ega - freq: 16
4978. elu - freq: 16
4979. erm - freq: 16
4980. ew= - freq: 16
4981. exc - freq: 16
4982. exp - freq: 16
4983. f.h - freq: 16
4984. f12 - freq: 16
4985. f1b - freq: 16
4986. f35 - freq: 16
4987. f6a - freq: 16
4988. f98 - freq: 16
4989. f99 - freq: 16
4990. f9c - freq: 16
4991. fa5 - freq: 16
4992. fa8 - freq: 16
4993. fc3 - freq: 16
4994. fd4 - freq: 16
4995. fdb - freq: 16
4996. fec - freq: 16
4997. ff5 - freq: 16
4998. ft. - freq: 16
4999. fy. - freq: 16
5000. h55 - freq: 16
